Name,Artist,Album,Genres,Popularity,Available,Explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,type,track_href,analysis_url,track_uri,artist_uri,album_uri
Coconuts,['Larnell Lewis'],In the Moment,['canadian modern jazz'],29,True,False,0.518,0.638,10,-9.55,0,0.0335,0.791,0.931,0.104,0.314,115.905,357147,4,audio_features,https://api.spotify.com/v1/tracks/0R6FLg6cOjIJenbbX9ekoW,https://api.spotify.com/v1/audio-analysis/0R6FLg6cOjIJenbbX9ekoW,spotify:track:0R6FLg6cOjIJenbbX9ekoW,['spotify:artist:1hBRkKV5vncXd6W1KRJ87U'],spotify:album:4vvJ4wZBaUL0WGwg6akM3v
Ma Mama,"['Gerald Toto', 'Richard Bona', 'Lokua Kanza']",Bondeko,"['afropop', 'electric bass', 'jazz fusion', 'world']",40,True,False,0.751,0.453,8,-14.744,0,0.254,0.845,0.00169,0.134,0.924,84.023,222027,4,audio_features,https://api.spotify.com/v1/tracks/6N35T3ZSV8p5sk6lL37DDH,https://api.spotify.com/v1/audio-analysis/6N35T3ZSV8p5sk6lL37DDH,spotify:track:6N35T3ZSV8p5sk6lL37DDH,"['spotify:artist:5yGh5A5zAzDYeAeSksnWiW', 'spotify:artist:70wm2qxYZ4i2KqcyyH2GyT', 'spotify:artist:7vzd67tdMCwnIfIU6TX6Nk']",spotify:album:7clzPL1gMDlSCIKjkncP9Z
Please Don't Stop,"['Richard Bona', 'John Legend']",Tiki,"['electric bass', 'jazz fusion', 'neo mellow', 'neo soul', 'pop', 'pop soul', 'r&b', 'urban contemporary']",45,True,False,0.716,0.563,5,-10.418,0,0.133,0.558,7.41e-06,0.0454,0.717,90.082,239613,4,audio_features,https://api.spotify.com/v1/tracks/5LHqxKauqQUsZeDKwllkmf,https://api.spotify.com/v1/audio-analysis/5LHqxKauqQUsZeDKwllkmf,spotify:track:5LHqxKauqQUsZeDKwllkmf,"['spotify:artist:70wm2qxYZ4i2KqcyyH2GyT', 'spotify:artist:5y2Xq6xcjJb2jVM54GHK3t']",spotify:album:4lWf9e9vJjbMehRGUgH8Fu
Ishukan Communication,"['VGR', 'Nikki-Chi']",Ishukan Communication,"['otacore', 'vgm remix']",36,True,False,0.689,0.844,1,-3.964,1,0.0715,0.136,0.00114,0.0951,0.671,110.0,125031,4,audio_features,https://api.spotify.com/v1/tracks/2aqddtW0t3nWd1xfOW14Oj,https://api.spotify.com/v1/audio-analysis/2aqddtW0t3nWd1xfOW14Oj,spotify:track:2aqddtW0t3nWd1xfOW14Oj,"['spotify:artist:3pCoHlohSNQdXBNDxuWd12', 'spotify:artist:6OzhasF02blGh2ACFJhTw1']",spotify:album:6UodcZMqixyORTodmo6b7M
I Found Me,['Rohey'],A Million Things,['norwegian jazz'],13,True,False,0.601,0.655,5,-9.673,0,0.0598,0.122,0.0161,0.203,0.605,96.505,251107,4,audio_features,https://api.spotify.com/v1/tracks/1IXHwOJRCFxXy4Pl0l67Em,https://api.spotify.com/v1/audio-analysis/1IXHwOJRCFxXy4Pl0l67Em,spotify:track:1IXHwOJRCFxXy4Pl0l67Em,['spotify:artist:0qprQVwVearsxsRQuKi6y8'],spotify:album:2SF9w6OScDgRa6Y1AI2Pye
No Matter What,['Masterclass'],No Matter What,['ambeat'],0,True,False,0.71,0.638,11,-5.638,1,0.0303,0.292,0.92,0.123,0.749,108.189,200851,4,audio_features,https://api.spotify.com/v1/tracks/6bPiEO6EfSQP9bPeC5WygW,https://api.spotify.com/v1/audio-analysis/6bPiEO6EfSQP9bPeC5WygW,spotify:track:6bPiEO6EfSQP9bPeC5WygW,['spotify:artist:6HQH7Sl870jIhC9CPBjbS4'],spotify:album:3pH3buhrLGEpepQYDKvwFo
Apple Juice,['Stan Forebee'],Apple Juice,"['chillhop', 'jazz boom bap', 'lo-fi jazzhop']",35,True,False,0.7,0.598,10,-10.323,0,0.0768,0.75,0.151,0.112,0.398,94.043,143968,4,audio_features,https://api.spotify.com/v1/tracks/7g7t5PDfAW9ViZidUIAAFJ,https://api.spotify.com/v1/audio-analysis/7g7t5PDfAW9ViZidUIAAFJ,spotify:track:7g7t5PDfAW9ViZidUIAAFJ,['spotify:artist:2cg9jlWp1QRc0Sk6kTp9Ez'],spotify:album:5A89fd3k2L12sjaMdmuM4w
Ugetsu - Live,"['Art Blakey', 'The Jazz Messengers']",Ugetsu,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz drums']",21,True,False,0.372,0.377,11,-18.823,0,0.0458,0.33,0.000715,0.816,0.482,109.754,660867,3,audio_features,https://api.spotify.com/v1/tracks/5WiWV3maQhOMaxq4MOCTZP,https://api.spotify.com/v1/audio-analysis/5WiWV3maQhOMaxq4MOCTZP,spotify:track:5WiWV3maQhOMaxq4MOCTZP,"['spotify:artist:6QQuESLtKhAOcLW2TeWC2t', 'spotify:artist:4oMI5jKhAOEg3T8HIY3HxI']",spotify:album:3jcAQypvC2vU7loK5HZCSm
To You,['Andy Shauf'],The Party,"['canadian indie folk', 'indie folk', 'indie pop', 'indie rock', 'saskatchewan indie']",23,True,False,0.845,0.355,5,-9.022,1,0.053,0.0417,6.31e-05,0.277,0.515,130.033,234560,4,audio_features,https://api.spotify.com/v1/tracks/79dUMIAbelovkQiRxLdhYQ,https://api.spotify.com/v1/audio-analysis/79dUMIAbelovkQiRxLdhYQ,spotify:track:79dUMIAbelovkQiRxLdhYQ,['spotify:artist:5mFKYdmiYwNJTDtSzgFyQx'],spotify:album:2EhgysAt5fY85LYceFFpbE
Tell Me,['Rohey'],A Million Things,['norwegian jazz'],28,True,False,0.405,0.275,11,-13.808,1,0.0331,0.625,0.00298,0.11,0.111,164.791,228107,4,audio_features,https://api.spotify.com/v1/tracks/4iYo48js7d0wHKgZwuHpKW,https://api.spotify.com/v1/audio-analysis/4iYo48js7d0wHKgZwuHpKW,spotify:track:4iYo48js7d0wHKgZwuHpKW,['spotify:artist:0qprQVwVearsxsRQuKi6y8'],spotify:album:2SF9w6OScDgRa6Y1AI2Pye
Pool,['D.A.N.'],D.A.N.,"['j-indie', 'j-rock', 'japanese alternative pop', 'japanese alternative rock']",20,True,False,0.665,0.673,8,-5.835,1,0.11,0.0785,2.27e-05,0.0518,0.811,98.095,300320,4,audio_features,https://api.spotify.com/v1/tracks/59Rr5FPGQdj4fiqlOJJJux,https://api.spotify.com/v1/audio-analysis/59Rr5FPGQdj4fiqlOJJJux,spotify:track:59Rr5FPGQdj4fiqlOJJJux,['spotify:artist:1pnciyHx1BO7b1EqyatTrx'],spotify:album:0gVBrSHwg9ebQvz8WQ1LEx
Yaskool,['Bobbing'],Thank You for Singing to Me,['math pop'],30,True,False,0.487,0.478,10,-11.164,1,0.0417,0.426,0.84,0.272,0.513,111.983,183954,3,audio_features,https://api.spotify.com/v1/tracks/31u08mAtHISOrHlybzN3LF,https://api.spotify.com/v1/audio-analysis/31u08mAtHISOrHlybzN3LF,spotify:track:31u08mAtHISOrHlybzN3LF,['spotify:artist:0hyUSoWsUbtXhzmY2JWObX'],spotify:album:77RFHnBu62TodxGE5girDE
バランス(from 浮かれている人twilight edition EP),['OGRE YOU ASSHOLE'],Confidential,"['j-rock', 'japanese alternative rock', 'japanese post-punk', 'japanese post-rock']",34,True,False,0.914,0.665,0,-6.945,1,0.0285,0.223,0.00152,0.142,0.963,110.011,288653,4,audio_features,https://api.spotify.com/v1/tracks/1drgNlmYyfcmLhshKkj7wO,https://api.spotify.com/v1/audio-analysis/1drgNlmYyfcmLhshKkj7wO,spotify:track:1drgNlmYyfcmLhshKkj7wO,['spotify:artist:0X9vdekJ6sIKcUvwIgVsjW'],spotify:album:7APNVXBJuVVqeqkJG1CMMT
Love Supreme!,['fhána'],Love Supreme!,['anime'],50,True,False,0.656,0.976,10,-2.881,1,0.0609,0.268,0.0366,0.367,0.902,135.01,284000,4,audio_features,https://api.spotify.com/v1/tracks/6MH4IAu3FvyUeoo20uxb1K,https://api.spotify.com/v1/audio-analysis/6MH4IAu3FvyUeoo20uxb1K,spotify:track:6MH4IAu3FvyUeoo20uxb1K,['spotify:artist:5COrwcYLHQePdWt9V12iqv'],spotify:album:0WWrZ7gaYAiqtd0Z4ZJtgQ
Mila Ascending,['The Steve McQueens'],Mila Ascending,"['singaporean indie', 'singaporean pop']",10,True,False,0.471,0.391,7,-12.143,1,0.0492,0.536,0.00614,0.105,0.398,90.036,409558,3,audio_features,https://api.spotify.com/v1/tracks/4U6CsMglLqSdVPhJVHoDC2,https://api.spotify.com/v1/audio-analysis/4U6CsMglLqSdVPhJVHoDC2,spotify:track:4U6CsMglLqSdVPhJVHoDC2,['spotify:artist:4cdonelnEZTOxNRDmtQ5yO'],spotify:album:0LdjGaedJ6YIAg3FEtoCPH
Grease,['Koi Child'],Koi Child,"['australian hip hop', 'west australian hip hop']",29,True,False,0.187,0.661,1,-7.847,1,0.0533,0.154,0.000134,0.11,0.0775,166.12,157447,4,audio_features,https://api.spotify.com/v1/tracks/27ghUesMGpOk0dCOJbqbJI,https://api.spotify.com/v1/audio-analysis/27ghUesMGpOk0dCOJbqbJI,spotify:track:27ghUesMGpOk0dCOJbqbJI,['spotify:artist:3gBGBZz7YrFW3wQ0WUiDES'],spotify:album:21wNeEaw7iFxDzvhHXEzcI
Bikes,['Rubblebucket'],Rubblebucket,"['art pop', 'indie pop', 'shimmer pop']",39,True,False,0.527,0.817,9,-6.571,1,0.0969,0.211,0.0247,0.405,0.907,159.966,277227,4,audio_features,https://api.spotify.com/v1/tracks/6ZHh3KhhhNyNJjwze1V2WE,https://api.spotify.com/v1/audio-analysis/6ZHh3KhhhNyNJjwze1V2WE,spotify:track:6ZHh3KhhhNyNJjwze1V2WE,['spotify:artist:6xriZDSK3wPXhOoZXr9fzF'],spotify:album:1NC7PSvb5XaF5P4gh9tyM5
Taxi Driver Theme,['Yusuke Hirado'],Speak Own Words,"['japanese jazz', 'japanese jazz fusion']",38,True,False,0.624,0.595,0,-9.605,1,0.0353,0.462,0.928,0.123,0.604,90.461,268333,4,audio_features,https://api.spotify.com/v1/tracks/6p928NnC6rBjMBaFmIEE4p,https://api.spotify.com/v1/audio-analysis/6p928NnC6rBjMBaFmIEE4p,spotify:track:6p928NnC6rBjMBaFmIEE4p,['spotify:artist:3WIFKh5uMj1nyfvi5Vo2nW'],spotify:album:5JK3q1AUxr54fCLo998yNy
Wanderer,"['Hiromi', 'Anthony Jackson', 'Simon Phillips']",Alive,"['electric bass', 'japanese jazz', 'japanese jazz fusion', 'jazz', 'jazz fusion', 'modern jazz piano']",25,True,False,0.331,0.507,10,-13.764,0,0.0308,0.234,0.901,0.0947,0.251,144.054,537427,3,audio_features,https://api.spotify.com/v1/tracks/2aJNO6Hw2uwvz7tyu0bq06,https://api.spotify.com/v1/audio-analysis/2aJNO6Hw2uwvz7tyu0bq06,spotify:track:2aJNO6Hw2uwvz7tyu0bq06,"['spotify:artist:7DeuppKQdCVhuWrzzCBBpc', 'spotify:artist:4jSvNq6yedPhkC4p3zlznC', 'spotify:artist:1OGCS507PQzgLappLg26AK']",spotify:album:18L36uUa7xLegzjkvr10ev
"Beethoven's Piano Sonata No. 8, Pathetique","['Hiromi', 'Anthony Jackson', 'Simon Phillips']",Voice,"['electric bass', 'japanese jazz', 'japanese jazz fusion', 'jazz', 'jazz drums', 'jazz fusion', 'modern jazz piano']",43,True,False,0.551,0.0921,1,-22.518,1,0.0394,0.753,0.882,0.109,0.0608,129.246,313027,4,audio_features,https://api.spotify.com/v1/tracks/08kouBwoppDP70MmwiNUPr,https://api.spotify.com/v1/audio-analysis/08kouBwoppDP70MmwiNUPr,spotify:track:08kouBwoppDP70MmwiNUPr,"['spotify:artist:7DeuppKQdCVhuWrzzCBBpc', 'spotify:artist:4jSvNq6yedPhkC4p3zlznC', 'spotify:artist:6pPx8jYe1vzHuQea1st8Iy']",spotify:album:26WGFrTj3fwGJysohbdK04
Time Out,"[""Hiromi's Sonicbloom"", 'Hiromi']",Hiromi's Sonicbloom: Time Control,"['japanese jazz', 'japanese jazz fusion', 'jazz', 'jazz fusion', 'modern jazz piano']",29,True,False,0.688,0.42,8,-18.024,1,0.0491,0.822,0.883,0.0989,0.616,117.413,400618,4,audio_features,https://api.spotify.com/v1/tracks/7vnlDWWTplNB6VUGd0Ljb5,https://api.spotify.com/v1/audio-analysis/7vnlDWWTplNB6VUGd0Ljb5,spotify:track:7vnlDWWTplNB6VUGd0Ljb5,"['spotify:artist:4F1X6FND5FtmbZ8mXJr4Oz', 'spotify:artist:7DeuppKQdCVhuWrzzCBBpc']",spotify:album:2WOOWcTQwyEVSOisaCAmQS
prisner,['Julius Rodriguez'],butterfly,['uk contemporary jazz'],30,True,False,0.562,0.386,8,-11.346,1,0.0305,0.542,0.882,0.075,0.325,138.08,278521,4,audio_features,https://api.spotify.com/v1/tracks/1f5w6SKCFnvTf68De7JgMR,https://api.spotify.com/v1/audio-analysis/1f5w6SKCFnvTf68De7JgMR,spotify:track:1f5w6SKCFnvTf68De7JgMR,['spotify:artist:50qPbhYR2iMZzD3iz0eBMF'],spotify:album:0heal5aAbfR3Y81QhAijRW
Superhero,['Kiefer'],Between Days,"['indie jazz', 'indie soul', 'neo r&b', 'uk contemporary jazz']",48,True,False,0.546,0.506,9,-9.099,0,0.0671,0.346,0.653,0.0895,0.606,88.202,166449,4,audio_features,https://api.spotify.com/v1/tracks/7AMcu9TrTEw0jSYKNjXyGD,https://api.spotify.com/v1/audio-analysis/7AMcu9TrTEw0jSYKNjXyGD,spotify:track:7AMcu9TrTEw0jSYKNjXyGD,['spotify:artist:5lDtfHPqWN6MG9tFywnW8J'],spotify:album:3LKXTSlaDYPRyUiApj5G8X
Scenery,['Ryo Fukui'],シーナリィ,"['classic japanese jazz', 'japanese jazz']",47,True,False,0.602,0.107,2,-13.868,0,0.0402,0.906,0.835,0.0985,0.121,67.253,331533,4,audio_features,https://api.spotify.com/v1/tracks/2Uk4xYpKI1WIOtWqS6fs62,https://api.spotify.com/v1/audio-analysis/2Uk4xYpKI1WIOtWqS6fs62,spotify:track:2Uk4xYpKI1WIOtWqS6fs62,['spotify:artist:4V7Ate3UISn8cy06xnAprh'],spotify:album:5Uny0mkKiVGDat7H6SNDyS
You'd Be So Nice to Come Home To,['Art Pepper'],Art Pepper Meets The Rhythm Section (OJC Remaster),"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone']",44,True,False,0.664,0.422,5,-11.738,1,0.0552,0.388,0.000107,0.0626,0.533,89.263,327773,4,audio_features,https://api.spotify.com/v1/tracks/71KwWlZvuikRRORNH3xvCq,https://api.spotify.com/v1/audio-analysis/71KwWlZvuikRRORNH3xvCq,spotify:track:71KwWlZvuikRRORNH3xvCq,['spotify:artist:3GpMtIOC5ZLvMBMI7IxPvA'],spotify:album:0KVlRrpun0BBnfJFeVTLfX
Plastic Love,['Mariya Takeuchi'],Expressions,"['classic city pop', 'idol kayo', 'j-pop', 'japanese singer-songwriter']",64,True,False,0.648,0.875,2,-5.141,0,0.034,0.0747,9.64e-05,0.196,0.857,102.517,294493,4,audio_features,https://api.spotify.com/v1/tracks/7rU6Iebxzlvqy5t857bKFq,https://api.spotify.com/v1/audio-analysis/7rU6Iebxzlvqy5t857bKFq,spotify:track:7rU6Iebxzlvqy5t857bKFq,['spotify:artist:3WwGRA2o4Ux1RRMYaYDh7N'],spotify:album:3lBX7AtzE4JoZaAIBLptRx
Orbit Trip,['Golden Mean'],Through Walls,['uk contemporary jazz'],29,True,False,0.72,0.652,8,-9.688,0,0.0399,0.611,0.901,0.0978,0.874,116.987,340250,4,audio_features,https://api.spotify.com/v1/tracks/3XiOfXTSNg1jqqjOG2KbKJ,https://api.spotify.com/v1/audio-analysis/3XiOfXTSNg1jqqjOG2KbKJ,spotify:track:3XiOfXTSNg1jqqjOG2KbKJ,['spotify:artist:4A8byZgEqs8YRqUQ2HMmhA'],spotify:album:4gaMcnJ6Lro7X57YPTcZZe
"A Map, a String, a Light",['Yvette Young'],Acoustics - EP,['math pop'],37,True,False,0.369,0.199,10,-18.233,0,0.0398,0.747,0.0118,0.111,0.122,142.994,451194,4,audio_features,https://api.spotify.com/v1/tracks/4HpA6Kl9irHpw30z0NSzF2,https://api.spotify.com/v1/audio-analysis/4HpA6Kl9irHpw30z0NSzF2,spotify:track:4HpA6Kl9irHpw30z0NSzF2,['spotify:artist:502QOcjJiKbhtG2MyrFkc8'],spotify:album:0yIU8FFy9B9abASiogrYGU
On the Rise,['Eric Krasno'],Blood from a Stone,['modern funk'],27,True,False,0.663,0.64,10,-8.684,0,0.0515,0.453,0.0837,0.105,0.783,81.989,284314,4,audio_features,https://api.spotify.com/v1/tracks/5z5f2B5Q6JXqITP0VvFNDw,https://api.spotify.com/v1/audio-analysis/5z5f2B5Q6JXqITP0VvFNDw,spotify:track:5z5f2B5Q6JXqITP0VvFNDw,['spotify:artist:6tQIsqw6DrDfdoPwOrOD6k'],spotify:album:2OMMQdI71h7sWqkhis2ZkT
Solitude,['re:plus'],Ordinary Landscape,"['ambeat', 'japanese jazz fusion']",23,True,False,0.647,0.755,5,-6.679,0,0.028,0.338,0.918,0.112,0.791,84.012,256133,4,audio_features,https://api.spotify.com/v1/tracks/7ESu5dNSc30xnlQkWlSN9d,https://api.spotify.com/v1/audio-analysis/7ESu5dNSc30xnlQkWlSN9d,spotify:track:7ESu5dNSc30xnlQkWlSN9d,['spotify:artist:6ftHlqrtNdAq0bWL7zkaTG'],spotify:album:7Jkzw2xlE48wN2dUKPxw7V
Look Up,['Raffy Bushman'],Look Up,['uk contemporary jazz'],36,True,False,0.628,0.29,4,-21.914,1,0.0828,0.583,0.892,0.1,0.15,80.994,334891,4,audio_features,https://api.spotify.com/v1/tracks/5OkkZtwYmuSLbAFxcqolw3,https://api.spotify.com/v1/audio-analysis/5OkkZtwYmuSLbAFxcqolw3,spotify:track:5OkkZtwYmuSLbAFxcqolw3,['spotify:artist:4xX2QeWsypmEv9w4u9P6xC'],spotify:album:6y4VhfTSv5cVpJHobgYybd
きっとね!,['中村佳穂'],AINOU,"['anime', 'j-indie', 'japanese singer-songwriter']",0,True,False,0.847,0.614,8,-5.178,1,0.0603,0.441,4.57e-05,0.128,0.79,90.97,246225,4,audio_features,https://api.spotify.com/v1/tracks/5Mz785D695rAZLYO6PpOKY,https://api.spotify.com/v1/audio-analysis/5Mz785D695rAZLYO6PpOKY,spotify:track:5Mz785D695rAZLYO6PpOKY,['spotify:artist:0illCOhPkFBykngmCWos6u'],spotify:album:3wR0pl2980lscFNBbqhtWM
Like What,['Tennyson'],Like What,"['edmonton indie', 'future bass', 'vapor soul', 'vapor twitch']",30,True,False,0.614,0.425,9,-10.942,0,0.0852,0.295,0.901,0.296,0.22,87.927,227149,4,audio_features,https://api.spotify.com/v1/tracks/0R2wdhXnJPLAMIw3e2SZER,https://api.spotify.com/v1/audio-analysis/0R2wdhXnJPLAMIw3e2SZER,spotify:track:0R2wdhXnJPLAMIw3e2SZER,['spotify:artist:3Nb8N20WChM0swo5qWTvm8'],spotify:album:5GKQPXAiOl3ICc3CzSCy2v
So Fly,['Fieh'],Cold Water Burning Skin,"['norwegian contemporary jazz', 'norwegian indie', 'norwegian pop', 'scandinavian r&b']",23,True,False,0.724,0.565,8,-10.507,1,0.0786,0.122,0.136,0.159,0.604,104.907,299760,4,audio_features,https://api.spotify.com/v1/tracks/7HsiCRnGqkHVzIaMskCpEw,https://api.spotify.com/v1/audio-analysis/7HsiCRnGqkHVzIaMskCpEw,spotify:track:7HsiCRnGqkHVzIaMskCpEw,['spotify:artist:0KmBIwN1qmQbXpR4wtJX88'],spotify:album:4zCMoqM8j13NpyyllWKg5n
A都市の秋,['Lamp'],ゆめ,['japanese alternative pop'],58,True,False,0.574,0.506,9,-7.578,0,0.0345,0.733,0.0,0.106,0.596,111.118,248341,4,audio_features,https://api.spotify.com/v1/tracks/2BXqkdNexSZDk9tD6frccY,https://api.spotify.com/v1/audio-analysis/2BXqkdNexSZDk9tD6frccY,spotify:track:2BXqkdNexSZDk9tD6frccY,['spotify:artist:0rFHElzeddB9ymDjgpBENX'],spotify:album:4d0nnBfxKBJt3evaV4Yssh
The Girl From Ipanema,"['Adam Neely', 'Martina DaSilva']",The Girl From Ipanema,[],28,True,False,0.697,0.382,4,-14.276,0,0.0351,0.879,0.0117,0.256,0.526,120.027,158250,4,audio_features,https://api.spotify.com/v1/tracks/4gia3ul8t2P0DcgtTAL2RP,https://api.spotify.com/v1/audio-analysis/4gia3ul8t2P0DcgtTAL2RP,spotify:track:4gia3ul8t2P0DcgtTAL2RP,"['spotify:artist:3tc5O6Blz62oYIm6cy6nDN', 'spotify:artist:3AKEETcbRYtfGanQZjJ48F']",spotify:album:6oAuEC6dwwlzC38dVX29Wt
Vague Margins,['Funky DL'],Jazz Dust,"['ambeat', 'chillhop', 'jazz boom bap', 'jazz rap']",32,True,False,0.787,0.769,9,-9.286,0,0.0475,0.00505,0.84,0.131,0.761,89.012,132279,4,audio_features,https://api.spotify.com/v1/tracks/5BTlSg6rrjDQkt2YNlcyXC,https://api.spotify.com/v1/audio-analysis/5BTlSg6rrjDQkt2YNlcyXC,spotify:track:5BTlSg6rrjDQkt2YNlcyXC,['spotify:artist:3V35H6xv4eium9zl8CQeG5'],spotify:album:0nfecT03qjnkdsNjqgc8v4
Come Again,"['Slowya.roll', 'Rob Araujo']",Come Again,['neo r&b'],0,True,False,0.458,0.304,1,-11.144,0,0.171,0.757,0.94,0.0988,0.562,85.313,203574,4,audio_features,https://api.spotify.com/v1/tracks/6y7jav16QVfBxDUjWgkIjz,https://api.spotify.com/v1/audio-analysis/6y7jav16QVfBxDUjWgkIjz,spotify:track:6y7jav16QVfBxDUjWgkIjz,"['spotify:artist:3VlbOrMVyRIrtVE71jLu6N', 'spotify:artist:6mWAKV1AAFvzxQr7uztRE9']",spotify:album:3xMvEQndhM3KHa7LfnFxjS
Today,"['Dave Koz', 'Cory Wong']",Today,"['instrumental funk', 'jazz saxophone', 'modern funk', 'smooth jazz', 'smooth saxophone']",27,True,False,0.648,0.573,10,-5.139,1,0.0635,0.108,0.891,0.099,0.418,180.06,185341,4,audio_features,https://api.spotify.com/v1/tracks/0Z4C0kiAlEfBZkY2wpIsn5,https://api.spotify.com/v1/audio-analysis/0Z4C0kiAlEfBZkY2wpIsn5,spotify:track:0Z4C0kiAlEfBZkY2wpIsn5,"['spotify:artist:0ZcJXldoq09BRIMl0Qh1Vm', 'spotify:artist:6xt9sJmmyYwWkJv8A6ssiU']",spotify:album:1wifymk8iq8EmEhBHq1r99
Bend The Rules - Full Crate Remix,"['Anomalie', 'Chromeo', 'Full Crate']",Bend The Rules (Deluxe),"['alternative dance', 'alternative r&b', 'armenian hip hop', 'chill r&b', 'dance rock', 'dutch r&b', 'electropop', 'filter house', 'indie r&b', 'indie soul', 'jazztronica', 'new rave']",18,True,False,0.796,0.633,10,-7.883,0,0.148,0.125,0.0531,0.0747,0.583,100.074,176000,4,audio_features,https://api.spotify.com/v1/tracks/5ghU76nUOqnKUUuw3p6anJ,https://api.spotify.com/v1/audio-analysis/5ghU76nUOqnKUUuw3p6anJ,spotify:track:5ghU76nUOqnKUUuw3p6anJ,"['spotify:artist:2ev6Cd0yJVCcpf2zezEQ8Z', 'spotify:artist:2mV8aJphiSHYJf43DxL7Gt', 'spotify:artist:0JeTRYMH7FoBiMcLXg1n8g']",spotify:album:5WHwgzRuLkcEZsBFxUjGX4
Red Room,['Hiatus Kaiyote'],Red Room,"['alternative r&b', 'australian r&b', 'indie soul', 'neo soul', 'shiver pop']",45,True,False,0.687,0.361,7,-9.782,1,0.0501,0.631,0.00479,0.117,0.453,80.935,232053,4,audio_features,https://api.spotify.com/v1/tracks/0aefDhwto2nL2kTHIiil0J,https://api.spotify.com/v1/audio-analysis/0aefDhwto2nL2kTHIiil0J,spotify:track:0aefDhwto2nL2kTHIiil0J,['spotify:artist:43JlwunhXm1oqdKyOa2Z9Y'],spotify:album:6nMLINUfKd2p6mZ3El99Yj
Golden Wings,['Gabriel Garzón-Montano'],Golden Wings,"['alternative r&b', 'indie jazz', 'indie soul']",0,True,False,0.844,0.558,9,-11.416,0,0.153,0.243,0.647,0.0893,0.353,90.888,267578,4,audio_features,https://api.spotify.com/v1/tracks/7h0lBmuSh2fvhQFWYbdE9f,https://api.spotify.com/v1/audio-analysis/7h0lBmuSh2fvhQFWYbdE9f,spotify:track:7h0lBmuSh2fvhQFWYbdE9f,['spotify:artist:1R4GxRuSVTPSb6oy56SPST'],spotify:album:0kc6GSqKKPD0CwE0gCquap
Mine,['Leven Kali'],Leven Kali: Low Tide,"['alternative r&b', 'chill r&b', 'indie r&b', 'indie soul', 'r&b']",43,True,False,0.637,0.571,1,-5.431,1,0.0448,0.0031,0.0,0.0537,0.543,79.95,235013,4,audio_features,https://api.spotify.com/v1/tracks/77dndbiAibMrQEftceAjLr,https://api.spotify.com/v1/audio-analysis/77dndbiAibMrQEftceAjLr,spotify:track:77dndbiAibMrQEftceAjLr,['spotify:artist:5YZ5AExR68U3ZblH6HcO6B'],spotify:album:3VDfes8J2lK6qILYtvacON
Heal (Find A Way),['Brian Courtney Wilson'],A Great Work,"['contemporary gospel', 'gospel']",22,True,False,0.593,0.468,8,-8.299,1,0.0509,0.414,0.0,0.101,0.508,93.022,249787,4,audio_features,https://api.spotify.com/v1/tracks/5NgJ7S0URHkpJvHxmRKy2j,https://api.spotify.com/v1/audio-analysis/5NgJ7S0URHkpJvHxmRKy2j,spotify:track:5NgJ7S0URHkpJvHxmRKy2j,['spotify:artist:5K2BdUwQNqXy70BX2L8BQx'],spotify:album:6WL4I0vQ7siPfkjtHbABhp
Pancake Feet,['Tennyson'],Uh Oh!,"['edmonton indie', 'future bass', 'vapor soul', 'vapor twitch']",23,True,False,0.87,0.369,1,-7.141,0,0.0914,0.0181,0.725,0.0864,0.563,129.95,178712,4,audio_features,https://api.spotify.com/v1/tracks/3lg1wx9oVqgKGBhR0LcEnS,https://api.spotify.com/v1/audio-analysis/3lg1wx9oVqgKGBhR0LcEnS,spotify:track:3lg1wx9oVqgKGBhR0LcEnS,['spotify:artist:3Nb8N20WChM0swo5qWTvm8'],spotify:album:5A8W5d7LgK7tuq8UdZJE00
You And The Night And The Music,['Hampton Hawes'],"This Is Hampton Hawes, Vol. 2","['bebop', 'hard bop', 'jazz', 'jazz piano', 'stride']",30,True,False,0.557,0.0814,0,-27.455,1,0.0446,0.916,0.895,0.281,0.725,97.051,224784,4,audio_features,https://api.spotify.com/v1/tracks/4z8ixi0fZ7jaKTkcgbyWi3,https://api.spotify.com/v1/audio-analysis/4z8ixi0fZ7jaKTkcgbyWi3,spotify:track:4z8ixi0fZ7jaKTkcgbyWi3,['spotify:artist:6BvSJSt6l7QJO2GHvtwFOK'],spotify:album:5SGjspFxrk4UusMOxfDgVd
Golden Cage,['Nilüfer Yanya'],Plant Feed,"['art pop', 'indie rock', 'uk alternative pop']",18,True,False,0.797,0.379,2,-8.511,0,0.0823,0.654,0.0,0.12,0.431,87.95,220289,4,audio_features,https://api.spotify.com/v1/tracks/5dbipfm2AgqVgAT7Yip87C,https://api.spotify.com/v1/audio-analysis/5dbipfm2AgqVgAT7Yip87C,spotify:track:5dbipfm2AgqVgAT7Yip87C,['spotify:artist:09kXLeOXRyfNQMXRaDO4qA'],spotify:album:1iTBWd9Va33NGEro2Vfbe5
