Name,Artist,Album,Genres,Popularity,Available,Explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,type,track_href,analysis_url,track_uri,artist_uri,album_uri
Funny Thing,['Thundercat'],It Is What It Is,['afrofuturism'],74,True,False,0.586,0.893,7,-8.772,1,0.439,0.827,0.642,0.212,0.65,140.023,116630,3,audio_features,https://api.spotify.com/v1/tracks/1c5CllrZr45UBhWpIqM332,https://api.spotify.com/v1/audio-analysis/1c5CllrZr45UBhWpIqM332,spotify:track:1c5CllrZr45UBhWpIqM332,['spotify:artist:4frXpPxQQZwbCu3eTGnZEw'],spotify:album:59GRmAvlGs7KjLizFnV7Y9
街の報せ Rework 黒田卓也,['cero'],街の報せ Rework 黒田卓也,"['j-rock', 'japanese alternative rock', 'japanese indie pop', 'japanese soul', 'shibuya-kei']",34,True,False,0.768,0.348,7,-12.357,1,0.139,0.389,0.74,0.121,0.481,87.006,286836,4,audio_features,https://api.spotify.com/v1/tracks/1bBDwauDhzcOxV0pqHgBey,https://api.spotify.com/v1/audio-analysis/1bBDwauDhzcOxV0pqHgBey,spotify:track:1bBDwauDhzcOxV0pqHgBey,['spotify:artist:1V1HDPQwGOyUIr9KB6Oq7Q'],spotify:album:0DpwMSu8p7W6uoua8j7ffC
Spartacus Love Theme,['SOIL & “PIMP” SESSIONS'],Brothers & Sisters,"['japanese jazz', 'japanese jazz fusion', 'japanese jazztronica']",36,True,False,0.512,0.565,1,-6.891,1,0.0528,0.232,0.913,0.166,0.436,85.893,422964,4,audio_features,https://api.spotify.com/v1/tracks/1DezS9kjU3DfhRsSzpz8hh,https://api.spotify.com/v1/audio-analysis/1DezS9kjU3DfhRsSzpz8hh,spotify:track:1DezS9kjU3DfhRsSzpz8hh,['spotify:artist:5COMNbVWoe1Kb5UTFAaUwF'],spotify:album:6MRiATex5j9GzXAgPzpvzC
丸の内サディスティック,['UNCHAIN'],Love & Groove Delivery,['j-rock'],45,True,False,0.567,0.924,8,-3.824,1,0.0588,0.107,0.0,0.344,0.707,101.934,243846,4,audio_features,https://api.spotify.com/v1/tracks/6PDL4t1R5m3kYN2qIumKc1,https://api.spotify.com/v1/audio-analysis/6PDL4t1R5m3kYN2qIumKc1,spotify:track:6PDL4t1R5m3kYN2qIumKc1,['spotify:artist:02PEhzGH16gaPuzm29f0zL'],spotify:album:2ybDbV5RhfXim6vLWH2ymt
SOUVENIR,['BUMP OF CHICKEN'],SOUVENIR,"['j-pop', 'j-rock']",75,True,False,0.622,0.94,2,-4.997,1,0.0413,0.0094,6.48e-06,0.0957,0.96,158.056,264127,4,audio_features,https://api.spotify.com/v1/tracks/7qOsSOpiL3R8RKyiBtIYNQ,https://api.spotify.com/v1/audio-analysis/7qOsSOpiL3R8RKyiBtIYNQ,spotify:track:7qOsSOpiL3R8RKyiBtIYNQ,['spotify:artist:0hSFeqPehe7FtCNWuQ6Bsy'],spotify:album:62Rk2K7V2le9NBC75ANiX7
色彩,['yama'],色彩,"['j-pop', 'japanese teen pop']",74,True,False,0.581,0.926,7,-3.268,0,0.0662,0.176,0.0,0.251,0.874,117.04,192176,4,audio_features,https://api.spotify.com/v1/tracks/1uveEvgKX4irLcp1BUTIFD,https://api.spotify.com/v1/audio-analysis/1uveEvgKX4irLcp1BUTIFD,spotify:track:1uveEvgKX4irLcp1BUTIFD,['spotify:artist:7kOrrFIBIBc8uCu2zbxbLv'],spotify:album:3gQJWupAma6DdzcHVBQ9Bn
what a friend we have in Jesus.,"['Spencer Boliou', 'Lofi Hymns.']",what a friend we have in Jesus.,[],24,True,False,0.559,0.399,1,-12.157,1,0.0331,0.835,3.67e-05,0.119,0.394,77.982,235481,4,audio_features,https://api.spotify.com/v1/tracks/1iQ7xisoLBiWwFfXwWJhFo,https://api.spotify.com/v1/audio-analysis/1iQ7xisoLBiWwFfXwWJhFo,spotify:track:1iQ7xisoLBiWwFfXwWJhFo,"['spotify:artist:4gh6kaoKHlhriLY2HJ2QLx', 'spotify:artist:20ZyjUv8IineeYzi9PfLcW']",spotify:album:4jT99YJHT6WsjNwimZUB87
Forget About the Boy,['Veronica Swift'],Confessions,['contemporary vocal jazz'],13,True,False,0.646,0.436,1,-9.117,1,0.059,0.756,1.2e-06,0.127,0.364,107.551,301671,4,audio_features,https://api.spotify.com/v1/tracks/4pAaArhwMtpZGmFpHmYgmJ,https://api.spotify.com/v1/audio-analysis/4pAaArhwMtpZGmFpHmYgmJ,spotify:track:4pAaArhwMtpZGmFpHmYgmJ,['spotify:artist:0YyqJ4bcQqxXdsdpgQPwtl'],spotify:album:1yi4NWdyakAZVxpnbKhrCG
Harmonics,['Eric Lau'],Examples,['indie jazz'],26,True,False,0.709,0.528,11,-7.055,1,0.316,0.418,0.748,0.115,0.599,93.836,122718,4,audio_features,https://api.spotify.com/v1/tracks/2HL6IH5t40nKJOXiqKzo0T,https://api.spotify.com/v1/audio-analysis/2HL6IH5t40nKJOXiqKzo0T,spotify:track:2HL6IH5t40nKJOXiqKzo0T,['spotify:artist:68P6JiHWJsv5VqfLPchS1n'],spotify:album:28SBlJC9xoNxZzxcBtHeOD
Its Rainy,['Eric Lau'],Examples,['indie jazz'],36,True,False,0.606,0.644,6,-8.661,1,0.0305,0.628,0.862,0.133,0.743,93.928,128497,4,audio_features,https://api.spotify.com/v1/tracks/3IH4y5nbL6mb9KR3QhgsfI,https://api.spotify.com/v1/audio-analysis/3IH4y5nbL6mb9KR3QhgsfI,spotify:track:3IH4y5nbL6mb9KR3QhgsfI,['spotify:artist:68P6JiHWJsv5VqfLPchS1n'],spotify:album:28SBlJC9xoNxZzxcBtHeOD
Goodness of God,"['Israel & New Breed', 'Cristabel Clack']","Feels Like Home, Vol. 2",['gospel'],45,True,False,0.319,0.416,7,-9.157,1,0.0483,0.241,0.0,0.2,0.219,64.704,312512,4,audio_features,https://api.spotify.com/v1/tracks/4v4NiTCwgjwJixy0doOsCP,https://api.spotify.com/v1/audio-analysis/4v4NiTCwgjwJixy0doOsCP,spotify:track:4v4NiTCwgjwJixy0doOsCP,"['spotify:artist:77HU1Zb1VDIFvWKteJii0E', 'spotify:artist:56Yt4ZJKPJohGDQmn32w4Y']",spotify:album:0lK9s3Mt3B2iDuUBmSl7EE
I’m Tight,['Louis Cole'],I’m Tight,['la pop'],46,True,True,0.818,0.571,11,-6.064,0,0.0721,0.565,0.394,0.0842,0.737,140.02,420613,4,audio_features,https://api.spotify.com/v1/tracks/6kbWgnfjUrDPmuwiROaNVB,https://api.spotify.com/v1/audio-analysis/6kbWgnfjUrDPmuwiROaNVB,spotify:track:6kbWgnfjUrDPmuwiROaNVB,['spotify:artist:6uIst176jhzooPMetg2rtH'],spotify:album:3BRjhB1XOxBPM5AGzJZLmi
Miracles Signs & Wonders,['Israel & New Breed'],Miracles Signs & Wonders,['gospel'],26,True,False,0.534,0.724,0,-6.469,1,0.249,0.0474,1.67e-05,0.427,0.32,86.028,369560,4,audio_features,https://api.spotify.com/v1/tracks/3WzmpYMD0GTaNO1zHWLZaf,https://api.spotify.com/v1/audio-analysis/3WzmpYMD0GTaNO1zHWLZaf,spotify:track:3WzmpYMD0GTaNO1zHWLZaf,['spotify:artist:77HU1Zb1VDIFvWKteJii0E'],spotify:album:7wiUYDRmNFDmyCLQjjUJq8
Run Away,"['Barney Artist', 'Mr Jukes']",Run Away,"['british soul', 'indie jazz', 'indie soul', 'uk alternative hip hop']",31,True,False,0.736,0.8,4,-8.22,0,0.0546,0.312,0.274,0.0941,0.331,94.006,178720,4,audio_features,https://api.spotify.com/v1/tracks/4POAHHbp1OmlpIcjS2SRyX,https://api.spotify.com/v1/audio-analysis/4POAHHbp1OmlpIcjS2SRyX,spotify:track:4POAHHbp1OmlpIcjS2SRyX,"['spotify:artist:5iRM7qYip6UNfQaPe2reCz', 'spotify:artist:1y71H4hNtnHG7LeU1Y47FO']",spotify:album:1UEVWY3ddcSoDPRSCh9VkX
踊り子,['Vaundy'],踊り子,"['j-pop', 'japanese soul']",71,True,False,0.718,0.475,7,-11.469,1,0.0611,0.845,0.801,0.105,0.678,157.032,230110,4,audio_features,https://api.spotify.com/v1/tracks/4xk70Qur2QeRmWIzWPC63V,https://api.spotify.com/v1/audio-analysis/4xk70Qur2QeRmWIzWPC63V,spotify:track:4xk70Qur2QeRmWIzWPC63V,['spotify:artist:2IUl3m1H1EQ7QfNbNWvgru'],spotify:album:4p30PkTJXqj3Sa58xkDpPM
One Beer,['MF DOOM'],MM...FOOD,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'rap']",72,True,True,0.376,0.718,7,-6.7,1,0.246,0.0996,0.00332,0.633,0.615,91.115,258587,4,audio_features,https://api.spotify.com/v1/tracks/4BnrGx9tWNF8aiXl1UhDBa,https://api.spotify.com/v1/audio-analysis/4BnrGx9tWNF8aiXl1UhDBa,spotify:track:4BnrGx9tWNF8aiXl1UhDBa,['spotify:artist:2pAWfrd7WFF3XhVt9GooDL'],spotify:album:1UcS2nqUhxrZjrBZ3tHk2N
Doomsday,"['MF DOOM', 'Pebbles The Invisible Girl']",Operation: Doomsday (Complete),"['alternative hip hop', 'east coast hip hop', 'hip hop', 'rap']",73,True,True,0.856,0.841,6,-7.737,0,0.335,0.0977,0.0,0.0773,0.794,95.418,298053,4,audio_features,https://api.spotify.com/v1/tracks/7lT1dCz96jANsLAAADlfIg,https://api.spotify.com/v1/audio-analysis/7lT1dCz96jANsLAAADlfIg,spotify:track:7lT1dCz96jANsLAAADlfIg,"['spotify:artist:2pAWfrd7WFF3XhVt9GooDL', 'spotify:artist:7AQJ6lwVCcej6eKZXQZus4']",spotify:album:4UG3kz6qoHtNI1glQ2wdon
Rapp Snitch Knishes feat. Mr. Fantastik,['MF DOOM'],MM...FOOD,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'rap']",76,True,True,0.728,0.832,7,-6.827,1,0.267,0.327,0.0,0.504,0.825,95.051,172893,4,audio_features,https://api.spotify.com/v1/tracks/5KUNwkaNf8l5A9sXZhiCgI,https://api.spotify.com/v1/audio-analysis/5KUNwkaNf8l5A9sXZhiCgI,spotify:track:5KUNwkaNf8l5A9sXZhiCgI,['spotify:artist:2pAWfrd7WFF3XhVt9GooDL'],spotify:album:1UcS2nqUhxrZjrBZ3tHk2N
Accordion,"['Madvillain', 'Madlib', 'MF DOOM']",Madvillainy,"['abstract hip hop', 'alternative hip hop', 'east coast hip hop', 'hip hop', 'psychedelic hip hop', 'rap']",65,True,True,0.578,0.631,9,-6.518,0,0.309,0.0243,0.0,0.0665,0.716,96.332,118853,4,audio_features,https://api.spotify.com/v1/tracks/67vrmPygrZ9giGqHUSReAT,https://api.spotify.com/v1/audio-analysis/67vrmPygrZ9giGqHUSReAT,spotify:track:67vrmPygrZ9giGqHUSReAT,"['spotify:artist:2aoFQUeHD1U7pL098lRsDU', 'spotify:artist:5LhTec3c7dcqBvpLRWbMcf', 'spotify:artist:2pAWfrd7WFF3XhVt9GooDL']",spotify:album:19bQiwEKhXUBJWY6oV3KZk
All Caps,"['Madvillain', 'Madlib', 'MF DOOM']",Madvillainy,"['abstract hip hop', 'alternative hip hop', 'east coast hip hop', 'hip hop', 'psychedelic hip hop', 'rap']",71,True,True,0.358,0.889,1,-8.045,1,0.335,0.266,1.46e-05,0.172,0.666,85.61,130480,4,audio_features,https://api.spotify.com/v1/tracks/21O0XXPEWPtePt5RMY93Ob,https://api.spotify.com/v1/audio-analysis/21O0XXPEWPtePt5RMY93Ob,spotify:track:21O0XXPEWPtePt5RMY93Ob,"['spotify:artist:2aoFQUeHD1U7pL098lRsDU', 'spotify:artist:5LhTec3c7dcqBvpLRWbMcf', 'spotify:artist:2pAWfrd7WFF3XhVt9GooDL']",spotify:album:19bQiwEKhXUBJWY6oV3KZk
Figaro,"['Madvillain', 'Madlib', 'MF DOOM']",Madvillainy,"['abstract hip hop', 'alternative hip hop', 'east coast hip hop', 'hip hop', 'psychedelic hip hop', 'rap']",63,True,True,0.836,0.812,2,-6.985,1,0.215,0.188,1.82e-06,0.0982,0.769,92.009,145707,4,audio_features,https://api.spotify.com/v1/tracks/7oFiFPltiQTBqVutyiSwvE,https://api.spotify.com/v1/audio-analysis/7oFiFPltiQTBqVutyiSwvE,spotify:track:7oFiFPltiQTBqVutyiSwvE,"['spotify:artist:2aoFQUeHD1U7pL098lRsDU', 'spotify:artist:5LhTec3c7dcqBvpLRWbMcf', 'spotify:artist:2pAWfrd7WFF3XhVt9GooDL']",spotify:album:19bQiwEKhXUBJWY6oV3KZk
Wait,['NoMBe'],They Might've Even Loved Me,"['indie soul', 'vapor soul']",62,True,False,0.762,0.459,4,-8.202,0,0.0672,0.219,0.0157,0.168,0.185,98.006,214333,4,audio_features,https://api.spotify.com/v1/tracks/78q95oBxFrzHHAWsXRogXa,https://api.spotify.com/v1/audio-analysis/78q95oBxFrzHHAWsXRogXa,spotify:track:78q95oBxFrzHHAWsXRogXa,['spotify:artist:5Lhxlge1CR1DrgDAje8Qaw'],spotify:album:4DYlqTiUl96D7ZTXiqn3t1
September Rose,['Cailin Russo'],September Rose,['la pop'],39,True,False,0.6,0.497,5,-7.621,0,0.231,0.675,4.42e-06,0.132,0.292,177.91,221359,4,audio_features,https://api.spotify.com/v1/tracks/2RIE736kkO0hLZ4Y3auCL2,https://api.spotify.com/v1/audio-analysis/2RIE736kkO0hLZ4Y3auCL2,spotify:track:2RIE736kkO0hLZ4Y3auCL2,['spotify:artist:2org0PubBAxTvjVvLo9PJ0'],spotify:album:5HaNyMxVqfJQHygG2bjIJr
I See Your Grace,['Russ Mohr'],The Kingdom Sessions,['gospel r&b'],21,True,False,0.46,0.577,9,-9.867,1,0.0394,0.297,0.0,0.352,0.47,117.653,197439,3,audio_features,https://api.spotify.com/v1/tracks/2AMhsiixZoYXMTdEpPSskP,https://api.spotify.com/v1/audio-analysis/2AMhsiixZoYXMTdEpPSskP,spotify:track:2AMhsiixZoYXMTdEpPSskP,['spotify:artist:383QZLAHjEUoA0Hbq31TI5'],spotify:album:4Z7r9ovieHO4XHSNbaEVeI
Some Skunk Funk - Cover,"['Lisandro Pidre', 'Federico Malaman']",Some Skunk Funk (Cover),['italian jazz fusion'],1,True,False,0.618,0.879,1,-6.211,1,0.0404,0.0456,0.868,0.152,0.823,149.991,221800,4,audio_features,https://api.spotify.com/v1/tracks/0QLcQXZs3hTTuP3Y6qKjTX,https://api.spotify.com/v1/audio-analysis/0QLcQXZs3hTTuP3Y6qKjTX,spotify:track:0QLcQXZs3hTTuP3Y6qKjTX,"['spotify:artist:6PybDhqeTDPmKPAUKLLKU2', 'spotify:artist:0yDSaA49FQGIzoVsa2Tj7x']",spotify:album:0kcer5vR1yHDSyHZNEjAjt
93,"['Barney Artist', 'Mr Jukes']",93,"['british soul', 'indie jazz', 'indie soul', 'uk alternative hip hop']",46,True,False,0.82,0.594,6,-4.64,1,0.19,0.388,0.00103,0.0914,0.865,94.355,166066,4,audio_features,https://api.spotify.com/v1/tracks/15sxM45PYiyOKk64nxCvbK,https://api.spotify.com/v1/audio-analysis/15sxM45PYiyOKk64nxCvbK,spotify:track:15sxM45PYiyOKk64nxCvbK,"['spotify:artist:5iRM7qYip6UNfQaPe2reCz', 'spotify:artist:1y71H4hNtnHG7LeU1Y47FO']",spotify:album:03MwMSmZU4Sj1uuxEKDATS
Air To Your Hidden Lung,"['Barney Artist', 'Mr Jukes']",Air To Your Hidden Lung,"['british soul', 'indie jazz', 'indie soul', 'uk alternative hip hop']",26,True,False,0.784,0.534,5,-6.66,0,0.0552,0.564,0.0287,0.107,0.903,92.981,199136,4,audio_features,https://api.spotify.com/v1/tracks/4nF8Cd7JAbTEp6829NjY5i,https://api.spotify.com/v1/audio-analysis/4nF8Cd7JAbTEp6829NjY5i,spotify:track:4nF8Cd7JAbTEp6829NjY5i,"['spotify:artist:5iRM7qYip6UNfQaPe2reCz', 'spotify:artist:1y71H4hNtnHG7LeU1Y47FO']",spotify:album:7nlQ23XKHgPBLucJvQpNsm
MOON (feat. Herbie Hancock),"['DOMi & JD BECK', 'Herbie Hancock']",NOT TiGHT,"['contemporary post-bop', 'instrumental funk', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'uk contemporary jazz']",47,True,False,0.678,0.747,5,-10.798,0,0.0356,0.806,0.913,0.246,0.785,122.972,271167,4,audio_features,https://api.spotify.com/v1/tracks/10UmWJn4BXev5y6uj1VwMl,https://api.spotify.com/v1/audio-analysis/10UmWJn4BXev5y6uj1VwMl,spotify:track:10UmWJn4BXev5y6uj1VwMl,"['spotify:artist:4UpA1KitN1RgIZVyWDbZ0U', 'spotify:artist:2ZvrvbQNrHKwjT7qfGFFUW']",spotify:album:6cXQ0dxd2pWCTFhZ8RIg2j
TWO SHRiMPS (feat. Mac DeMarco),"['DOMi & JD BECK', 'Mac DeMarco']",NOT TiGHT,"['edmonton indie', 'lo-fi indie']",48,True,False,0.66,0.782,6,-9.174,0,0.0647,0.475,0.863,0.111,0.805,169.903,185578,4,audio_features,https://api.spotify.com/v1/tracks/3TcXC3cFAO8jmaoRrYd1a2,https://api.spotify.com/v1/audio-analysis/3TcXC3cFAO8jmaoRrYd1a2,spotify:track:3TcXC3cFAO8jmaoRrYd1a2,"['spotify:artist:4UpA1KitN1RgIZVyWDbZ0U', 'spotify:artist:3Sz7ZnJQBIHsXLUSo0OQtM']",spotify:album:6cXQ0dxd2pWCTFhZ8RIg2j
BOWLiNG (feat. Thundercat),"['DOMi & JD BECK', 'Thundercat']",NOT TiGHT,['afrofuturism'],51,True,True,0.646,0.59,11,-12.644,1,0.0796,0.737,0.946,0.0847,0.878,194.914,120000,3,audio_features,https://api.spotify.com/v1/tracks/3Sk51FK0sTdiRQN477u5oq,https://api.spotify.com/v1/audio-analysis/3Sk51FK0sTdiRQN477u5oq,spotify:track:3Sk51FK0sTdiRQN477u5oq,"['spotify:artist:4UpA1KitN1RgIZVyWDbZ0U', 'spotify:artist:4frXpPxQQZwbCu3eTGnZEw']",spotify:album:6cXQ0dxd2pWCTFhZ8RIg2j
St. Marks Place,['Ben Paterson'],Essential Elements,['modern jazz piano'],10,True,False,0.457,0.461,1,-13.788,1,0.0366,0.581,0.865,0.113,0.813,124.187,304933,4,audio_features,https://api.spotify.com/v1/tracks/6coRr29YYa08gFSdizwUbZ,https://api.spotify.com/v1/audio-analysis/6coRr29YYa08gFSdizwUbZ,spotify:track:6coRr29YYa08gFSdizwUbZ,['spotify:artist:0MHewfujqaxL7anJWkbnJG'],spotify:album:0IjjbJ3vu8lY84gixHA8zk
All These People,['Sungazer'],Perihelion,"['livetronica', 'progressive jazz fusion']",32,True,False,0.428,0.743,7,-7.879,1,0.0646,0.00945,0.241,0.201,0.706,134.967,232467,5,audio_features,https://api.spotify.com/v1/tracks/5gKEJxGeBpyztwPAWp3mRd,https://api.spotify.com/v1/audio-analysis/5gKEJxGeBpyztwPAWp3mRd,spotify:track:5gKEJxGeBpyztwPAWp3mRd,['spotify:artist:1uvnDqn7UvVy6orSq1E2YF'],spotify:album:0wYXxaoJtXKBzZFDEjhNGL
Macchina,['Sungazer'],Perihelion,"['livetronica', 'progressive jazz fusion']",37,True,False,0.432,0.858,5,-9.506,0,0.0664,0.305,0.86,0.408,0.644,93.37,224693,4,audio_features,https://api.spotify.com/v1/tracks/3L9nrJY59i6DWM6ZAuLF97,https://api.spotify.com/v1/audio-analysis/3L9nrJY59i6DWM6ZAuLF97,spotify:track:3L9nrJY59i6DWM6ZAuLF97,['spotify:artist:1uvnDqn7UvVy6orSq1E2YF'],spotify:album:0wYXxaoJtXKBzZFDEjhNGL
Sequence Start,['Sungazer'],"Sungazer, Vol. 1","['livetronica', 'progressive jazz fusion']",41,True,False,0.436,0.842,4,-9.298,0,0.307,0.0082,0.609,0.46,0.48,99.549,94000,4,audio_features,https://api.spotify.com/v1/tracks/2Kg42rmivHQggcXxvAoeyX,https://api.spotify.com/v1/audio-analysis/2Kg42rmivHQggcXxvAoeyX,spotify:track:2Kg42rmivHQggcXxvAoeyX,['spotify:artist:1uvnDqn7UvVy6orSq1E2YF'],spotify:album:2TbvHLpehuGRdgpYRdFL11
Egyptian Luvr (feat. Aminé and Dana Williams),"['Rejjie Snow', 'Aminé', 'Dana Williams']",Dear Annie,"['hip hop', 'indie soul', 'irish hip hop', 'la pop', 'pop', 'portland hip hop', 'rap', 'underground hip hop']",57,True,True,0.834,0.591,10,-7.543,0,0.305,0.0553,0.0,0.074,0.9,104.944,256613,4,audio_features,https://api.spotify.com/v1/tracks/4uToWVHXLtKEEboNsG3n2u,https://api.spotify.com/v1/audio-analysis/4uToWVHXLtKEEboNsG3n2u,spotify:track:4uToWVHXLtKEEboNsG3n2u,"['spotify:artist:3lLHpTOJ11tWiUNGYN14gt', 'spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ', 'spotify:artist:4rljPSpCHQzUJMNOvmw1DL']",spotify:album:16bkk7YWytTk5I3VPMU4mv
Comedy,['Gen Hoshino'],Comedy,"['j-acoustic', 'j-pop', 'japanese singer-songwriter']",71,True,False,0.676,0.461,1,-6.746,0,0.143,0.0322,1.01e-06,0.358,0.715,87.917,230667,4,audio_features,https://api.spotify.com/v1/tracks/5SuOikwiRyPMVoIQDJUgSV,https://api.spotify.com/v1/audio-analysis/5SuOikwiRyPMVoIQDJUgSV,spotify:track:5SuOikwiRyPMVoIQDJUgSV,['spotify:artist:1S2S00lgLYLGHWA44qGEUs'],spotify:album:41ERrwfzos93Xlf6hFBiDn
WHATUP,['DOMi & JD BECK'],WHATUP,[],34,True,False,0.384,0.809,4,-11.839,0,0.0649,0.67,0.889,0.11,0.406,80.869,148108,4,audio_features,https://api.spotify.com/v1/tracks/7vr9frLcyCM4m6A4KS1sex,https://api.spotify.com/v1/audio-analysis/7vr9frLcyCM4m6A4KS1sex,spotify:track:7vr9frLcyCM4m6A4KS1sex,['spotify:artist:4UpA1KitN1RgIZVyWDbZ0U'],spotify:album:6mPWY9kVPFlpXTtxdwFUuO
TAKE A CHANCE (feat. Anderson .Paak),"['DOMi & JD BECK', 'Anderson .Paak']",TAKE A CHANCE (feat. Anderson .Paak),['escape room'],52,True,True,0.476,0.779,1,-9.189,1,0.163,0.825,0.26,0.155,0.469,156.655,264413,4,audio_features,https://api.spotify.com/v1/tracks/3Fo54IlOlnwzMwGjjEqCzN,https://api.spotify.com/v1/audio-analysis/3Fo54IlOlnwzMwGjjEqCzN,spotify:track:3Fo54IlOlnwzMwGjjEqCzN,"['spotify:artist:4UpA1KitN1RgIZVyWDbZ0U', 'spotify:artist:3jK9MiCrA42lLAdMGUZpwa']",spotify:album:0ul8b1Rp5B7e8iZKSdvSlm
In Jesus Name,['Israel & New Breed'],Covered: Alive In Asia (Deluxe Version),['gospel'],48,True,False,0.642,0.97,0,-2.253,1,0.0678,0.00915,0.0,0.476,0.516,104.975,384093,4,audio_features,https://api.spotify.com/v1/tracks/08MelkdJqbh68USUjAfr2T,https://api.spotify.com/v1/audio-analysis/08MelkdJqbh68USUjAfr2T,spotify:track:08MelkdJqbh68USUjAfr2T,['spotify:artist:77HU1Zb1VDIFvWKteJii0E'],spotify:album:2XHkWEJaHIrMfpKTMGr4wb
Jesus The Same - Live,['Israel & New Breed'],Jesus At the Center,['gospel'],35,True,False,0.681,0.965,1,-3.869,0,0.0589,0.00489,6.99e-06,0.691,0.646,135.056,321520,4,audio_features,https://api.spotify.com/v1/tracks/6tnrYjnPmCk8unTiFZNFaF,https://api.spotify.com/v1/audio-analysis/6tnrYjnPmCk8unTiFZNFaF,spotify:track:6tnrYjnPmCk8unTiFZNFaF,['spotify:artist:77HU1Zb1VDIFvWKteJii0E'],spotify:album:4Tfih2nMni2j2jjha0I27G
Mulatu,"['Mulatu Astatke', 'Black Jesus Experience']",To Know Without Knowing,"['afrobeat', 'afropop', 'ethio-jazz', 'world']",36,True,False,0.561,0.555,1,-10.068,1,0.109,0.179,0.0624,0.11,0.796,131.982,380419,4,audio_features,https://api.spotify.com/v1/tracks/5dkCbFyJIZmaRst8E2eggt,https://api.spotify.com/v1/audio-analysis/5dkCbFyJIZmaRst8E2eggt,spotify:track:5dkCbFyJIZmaRst8E2eggt,"['spotify:artist:7HGFXtBhRq3g1Ma3nH4Rgv', 'spotify:artist:4zoaPormj8VuScjdQX9Rh4']",spotify:album:1475ygGcXf7C3oQ4XMYkMX
Haze,"['Hiromi', 'Anthony Jackson', 'Simon Phillips']",Voice,"['electric bass', 'japanese jazz', 'japanese jazz fusion', 'jazz', 'jazz drums', 'jazz fusion', 'modern jazz piano']",24,True,False,0.144,0.0765,11,-22.754,1,0.0344,0.965,0.954,0.0972,0.0396,71.559,349640,4,audio_features,https://api.spotify.com/v1/tracks/1zopyvDgzrWQX3p46wQkaP,https://api.spotify.com/v1/audio-analysis/1zopyvDgzrWQX3p46wQkaP,spotify:track:1zopyvDgzrWQX3p46wQkaP,"['spotify:artist:7DeuppKQdCVhuWrzzCBBpc', 'spotify:artist:4jSvNq6yedPhkC4p3zlznC', 'spotify:artist:6pPx8jYe1vzHuQea1st8Iy']",spotify:album:26WGFrTj3fwGJysohbdK04
How Much Do You Love Me?,"['Vulfmon', 'Jacob Jeffries']",How Much Do You Love Me?,[],16,True,False,0.722,0.58,1,-5.671,1,0.16,0.619,2.74e-06,0.1,0.572,123.978,224124,4,audio_features,https://api.spotify.com/v1/tracks/311tH0T2zakJggxrjc11oZ,https://api.spotify.com/v1/audio-analysis/311tH0T2zakJggxrjc11oZ,spotify:track:311tH0T2zakJggxrjc11oZ,"['spotify:artist:6pGuw52TrX5SZPdQSxAvgW', 'spotify:artist:2s4evfvMB1HbNMGak6pDUB']",spotify:album:2j3wCo0ozdtPSmLALAc4qq
No Pt III,['corto.alto'],Not for Now,"['scottish jazz', 'uk contemporary jazz']",17,True,False,0.444,0.646,7,-10.445,1,0.0908,0.81,0.912,0.0721,0.306,110.135,335942,4,audio_features,https://api.spotify.com/v1/tracks/1nTJb9xYCuvlUmGHXeXnn1,https://api.spotify.com/v1/audio-analysis/1nTJb9xYCuvlUmGHXeXnn1,spotify:track:1nTJb9xYCuvlUmGHXeXnn1,['spotify:artist:5Kd7e5lauV4CDdTHm5uiJH'],spotify:album:3OJfzhNvtZA1yjYDhEE51R
Interlude,['corto.alto'],Not for Now,"['scottish jazz', 'uk contemporary jazz']",26,True,False,0.5,0.663,11,-10.053,0,0.13,0.552,0.881,0.132,0.833,91.428,138513,4,audio_features,https://api.spotify.com/v1/tracks/2tPbca8sIcsZL2jt9lETqH,https://api.spotify.com/v1/audio-analysis/2tPbca8sIcsZL2jt9lETqH,spotify:track:2tPbca8sIcsZL2jt9lETqH,['spotify:artist:5Kd7e5lauV4CDdTHm5uiJH'],spotify:album:3OJfzhNvtZA1yjYDhEE51R
Not for Now,['corto.alto'],Not for Now,"['scottish jazz', 'uk contemporary jazz']",35,True,False,0.542,0.568,9,-9.935,0,0.0278,0.66,0.906,0.127,0.149,144.017,324325,4,audio_features,https://api.spotify.com/v1/tracks/0VoDYNXHen64ORyizt6Ct5,https://api.spotify.com/v1/audio-analysis/0VoDYNXHen64ORyizt6Ct5,spotify:track:0VoDYNXHen64ORyizt6Ct5,['spotify:artist:5Kd7e5lauV4CDdTHm5uiJH'],spotify:album:3OJfzhNvtZA1yjYDhEE51R
